Series Title,Episode Title,Episode Runtime,Season #,"Episode #, Year"
The Big Bang Theory,The Allowance Evaporation,18,10,16,2017
The Big Bang Theory,The Comic-Con Conundrum,19,10,17,2017
The Big Bang Theory,The Escape Hatch Identification,20,10,18,2017
The Big Bang Theory,The Collaboration Fluctuation,18,10,19,2017
The Big Bang Theory,The Recollection Dissipation,19,10,20,2017
The Big Bang Theory,The Separation Agitation,20,10,21,2017
The Big Bang Theory,The Cognition Regeneration,20,10,22,2017
The Big Bang Theory,The Gyroscopic Collapse,19,10,23,2017
The Big Bang Theory,The Long Distance Dissonance,19,10,24,2017
The Big Bang Theory,The Proposal Proposal,21,11,1,2017
Big Little Lies,Somebody's Dead,51,1,1,2017
Big Little Lies,Serious Mothering,54,1,2,2017
Big Little Lies,Living the Dream,51,1,3,2017
Big Little Lies,Push Comes to Shove,52,1,4,2017
Big Little Lies,Once Bitten,51,1,5,2017
Big Little Lies,Burning Love,51,1,6,2017
Big Little Lies,You Get What You Need,58,1,7,2017
"Big Time in Hollywood, FL",Severance,22,1,1,2015
"Big Time in Hollywood, FL",Intervention,22,1,2,2015
"Big Time in Hollywood, FL",Rehabilitation,22,1,3,2015
"Big Time in Hollywood, FL",To Catch a Paparazzi,22,1,4,2015
"Big Time in Hollywood, FL",A Night In,22,1,5,2015
"Big Time in Hollywood, FL",Separate But Equal,22,1,6,2015
"Big Time in Hollywood, FL",What Dreams May Come,22,1,7,2015
"Big Time in Hollywood, FL",Monkey Largo,22,1,8,2015
"Big Time in Hollywood, FL",The Hand That Feeds,22,1,9,2015
"Big Time in Hollywood, FL",Art Imitates Death,22,1,10,2015
Big Time Rush,Big Time Audition,48,1,1,2009
Big Time Rush,Big Time School of Rocque,24,1,2,2010
Big Time Rush,Big Time Crib,25,1,3,2010
Big Time Rush,Big Time Bad Boy,24,1,4,2010
Big Time Rush,Big Time Love Song,24,1,5,2010
Big Time Rush,Big Time Mansion,24,1,6,2010
Big Time Rush,Big Time Photo Shoot,24,1,7,2010
Big Time Rush,Big Time Break,24,1,8,2010
Big Time Rush,Big Time Demos,24,1,9,2010
Big Time Rush,Big Time Party,24,1,10,2010
Big Time Rush,Big Time Jobs,24,1,11,2010
Big Time Rush,Big Time Blogger,24,1,12,2010
Big Time Rush,Big Time Terror,24,1,13,2010
Big Time Rush,Big Time Dance,24,1,14,2010
Big Time Rush,Big Time Sparks,24,1,15,2010
Big Time Rush,Big Time Fever,24,1,16,2010
Big Time Rush,Big Time Video,24,1,17,2010
Big Time Rush,Big Time Concert,60,1,18,2010
Big Time Rush,Live from Times Square,12,1,19,2010
Big Time Rush,Welcome Back Big Time,24,2,1,2010
Big Time Rush,Big Time Fans,24,2,2,2010
Big Time Rush,Big Time Girlfriends,24,2,3,2010
Big Time Rush,Big Time Live,24,2,4,2010
Big Time Rush,Big Time Halloween,24,2,5,2010
Big Time Rush,Big Time Sneakers,24,2,6,2010
Big Time Rush,Big Time Pranks,24,2,7,2010
Big Time Rush,Big Time Christmas: Part 1,60,2,8,2010
Big Time Rush,Big Time Christmas: Part 2,47,2,9,2010
Big Time Rush,Big Time Guru,24,2,10,2011
Big Time Rush,Big Time Crush,24,2,11,2011
Big Time Rush,Big Time Beach Party: Part 1,60,2,12,2011
Big Time Rush,Big Time Songwriters,24,2,14,2011
Big Time Rush,Big Time Reality,24,2,15,2011
Big Time Rush,Big Time Girl Group,24,2,16,2011
Big Time Rush,Green Time Rush,24,2,17,2011
Big Time Rush,Big Time Moms,24,2,18,2011
Big Time Rush,Big Time Prom Kings,24,2,19,2011
Big Time Rush,Big Time Break-Up,24,2,20,2011
Big Time Rush,Big Time Single,24,2,21,2011
Big Time Rush,Big Time Wedding,24,2,22,2011
Big Time Rush,Big Time Rocker,23,2,23,2011
Big Time Rush,Big Time Strike,24,2,24,2011
Big Time Rush,Big Time Contest,24,2,25,2011
Big Time Rush,Big Time Superheroes,24,2,26,2011
Big Time Rush,Big Time Secret,24,2,27,2011
Big Time Rush,Big Time Interview,24,2,28,2011
Big Time Rush,Big Time Move,24,2,29,2012
Big Time Rush,Backstage Rush,23,3,1,2012
Big Time Rush,Big Time Returns,23,3,2,2012
Big Time Rush,Bel Air Rush,23,3,3,2012
Big Time Rush,Big Time Double Date,23,3,4,2012
Big Time Rush,Big Time Merchandise,23,3,5,2012
Big Time Rush,Big Time Surprise,23,3,6,2012
Big Time Rush,Big Time Decision,23,3,7,2012
Big Time Rush,Big Time Babysitting,23,3,8,2012
Big Time Rush,Big Time Gold,23,3,9,2012
Big Time Rush,Big Time Camping,23,3,10,2012
Big Time Rush,Big Time Rescue,23,3,11,2012
Big Time Rush,Big Time Bloopers,23,3,12,2012
Big Time Rush,Big Time Invasion,24,4,1,2013
Big Time Rush,Big Time Scandal,23,4,2,2013
Big Time Rush,Big Time Lies,23,4,3,2013
Big Time Rush,Big Time Bonus,23,4,4,2013
Big Time Rush,Big Time Cameo,23,4,5,2013
Big Time Rush,Big Time Tour Bus,23,4,6,2013
Big Time Rush,Big Time Pranks 2,24,4,7,2013
Big Time Rush,Big Time Rides,23,4,8,2013
Big Time Rush,Big Time Tests,23,4,9,2013
Big Time Rush,Big Time Cartoon,24,4,10,2013
Big Time Rush,Big Time Breakout,23,4,11,2013
Big Time Rush,Big Time Dreams,45,4,12,2013
Billions,Pilot,59,1,1,2016
Billions,Naming Rights,54,1,2,2016
Billions,YumTime,56,1,3,2016
Billions,Short Squeeze,56,1,4,2016
Billions,The Good Life,59,1,5,2016
Billions,The Deal,59,1,6,2016
Billions,The Punch,57,1,7,2016
Billions,Boasts and Rails,56,1,8,2016
Billions,Where the F*ck Is Donnie?,56,1,9,2016
Billions,Quality of Life,57,1,10,2016
Billions,Magical Thinking,57,1,11,2016
Billions,The Conversation,56,1,12,2016
Billions,Risk Management,56,2,1,2017
Billions,Dead Cat Bounce,57,2,2,2017
Billions,Optimal Play,58,2,3,2017
Billions,The Oath,58,2,4,2017
Billions,Currency,57,2,5,2017
Billions,Indian Four,59,2,6,2017
Billions,Victory Lap,57,2,7,2017
Billions,The Kingmaker,58,2,8,2017
Billions,Sic Transit Imperium,58,2,9,2017
Billions,With or Without You,55,2,10,2017
Billions,Golden Frog Time,58,2,11,2017
Billions,Ball in Hand,60,2,12,2017
Bitten,Summons,44,1,1,2014
Bitten,Prodigal,45,1,2,2014
Bitten,Trespass,45,1,3,2014
Bitten,Grief,44,1,4,2014
Bitten,Bitten,45,1,5,2014
Bitten,Committed,45,1,6,2014
Bitten,Stalking,44,1,7,2014
Bitten,Prisoner,46,1,8,2014
Bitten,Vengeance,44,1,9,2014
Bitten,Descent,44,1,10,2014
Bitten,Settling,44,1,11,2014
Bitten,Caged,45,1,12,2014
Bitten,Ready,45,1,13,2014
Bitten,Bad Blood,45,2,1,2015
Bitten,Scare Tactics,45,2,2,2015
Bitten,Hell's Teeth,45,2,3,2015
Bitten,Dead Meat,46,2,4,2015
Bitten,Rabbit Hole,45,2,5,2015
Bitten,Nine Circles,43,2,6,2015
Bitten,Bad Dreams,45,2,7,2015
Bitten,Dark Arts,44,2,8,2015
Bitten,Scavenger's Daughter,46,2,9,2015
Bitten,Fine Temporum,44,2,10,2015
Bitten,"Family, of Sorts",44,3,1,2016
Bitten,Our Own Blood,45,3,2,2016
Bitten,Right Behind You,45,3,3,2016
Bitten,A Quiet Dog,43,3,4,2016
Bitten,Of Sonders Weight,44,3,5,2016
Bitten,Rule of Anger,43,3,6,2016
Bitten,On the Brink,43,3,7,2016
Bitten,Tili Tili Bom,43,3,8,2016
Bitten,Shock the System,44,3,9,2016
Bitten,"Truth, Changes, Everything",43,3,10,2016
Bizaardvark,First!,23,1,1,2016
Bizaardvark,Draw My Life,22,1,2,2016
Bizaardvark,Frankie Has a Hater,23,1,3,2016
Bizaardvark,Superfan,23,1,4,2016
Bizaardvark,The Collab,23,1,5,2016
Bizaardvark,Unboxing,23,1,6,2016
Bizaardvark,The First Law of Dirk,23,1,7,2016
Bizaardvark,Best Friend Tag,22,1,8,2016
Bizaardvark,Bernie's in Charge,21,1,9,2016
Bizaardvark,Pretty-Con,24,1,10,2016
Bizaardvark,Puff and Frankie,23,1,11,2016
Bizaardvark,Halloweenvark,23,1,12,2016
Bizaardvark,Spoiler Alert: Belissa Returns,23,1,13,2016
Bizaardvark,Bizaardvark vs Vicki 'Hot Head' Fuego,23,1,14,2016
Bizaardvark,Moosetashio: A Cautionary Tale,22,1,15,2016
Bizaardvark,Control + Alt + Escape!,24,1,16,2016
Bizaardvark,"Agh, Humbug",24,1,17,2016
Bizaardvark,Mom! Stop!,23,1,18,2017
Bizaardvark,Paige's Birthday Is Gonna Be Great!,22,1,19,2017
Bizaardvark,In Your Space!,24,1,20,2017
Bizaardvark,First Day of School,23,2,1,2017
Bizaardvark,Chocolate Bananas,23,2,2,2017
Bizaardvark,The Doctor Will See You Now,23,2,3,2017
Bizaardvark,Paige Bugs Out,24,2,4,2017
Bizaardvark,Friend Fight!,24,2,5,2017
Bizaardvark,Hawkward,22,2,6,2017
Bizaardvark,Frankie and Amelia's Fun Friend Weekend,24,2,7,2017
Bizaardvark,Frankie's Cheating Teacher,24,2,8,2017
Bizaardvark,Softball: The Musical,21,2,9,2017
Bizaardvark,Yes or No,23,2,10,2017
Bizaardvark,Science (Un)Fair,23,2,11,2017
Bizaardvark,Promposal Problems,23,2,12,2017
Black-ish,Pilot,22,1,1,2014
Black-ish,The Talk,22,1,2,2014
Black-ish,The Nod,22,1,3,2014
Black-ish,Crazy Mom,22,1,4,2014
Black-ish,Crime and Punishment,21,1,5,2014
Black-ish,The Prank King,22,1,6,2014
Black-ish,The Gift of Hunger,22,1,7,2014
Black-ish,Oedipal Triangle,22,1,8,2014
Black-ish,Colored Commentary,22,1,9,2014
Black-ish,Black Santa/White Christmas,22,1,10,2014
Black-ish,Law of Attraction,22,1,11,2015
Black-ish,Martin Luther sKiing Day,22,1,12,2015
Black-ish,"Big Night, Big Fight",22,1,13,2015
Black-ish,Andre from Marseille,22,1,14,2015
Black-ish,The Dozens,22,1,15,2015
Black-ish,Parental Guidance,22,1,16,2015
Black-ish,30 Something,22,1,17,2015
Black-ish,"Sex, Lies and Vasectomies",22,1,18,2015
Black-ish,The Real World,22,1,19,2015
Black-ish,Switch Hitting,22,1,20,2015
Black-ish,The Peer-ent Trap,22,1,21,2015
Black-ish,"Please Don't Ask, Please Don't Tell",21,1,22,2015
Black-ish,Elephant in the Room,22,1,23,2015
Black-ish,Pops' Pops' Pops,23,1,24,2015
Black-ish,The Word,22,2,1,2015
Black-ish,"Rock, Paper, Scissors, Gun",22,2,2,2015
Black-ish,Dr. Hell No,21,2,3,2015
Black-ish,Daddy's Day,21,2,4,2015
Black-ish,Churched,22,2,5,2015
Black-ish,Jacked o' Lantern,21,2,6,2015
Black-ish,Charlie in Charge,21,2,7,2015
Black-ish,Chop Shop,21,2,8,2015
Black-ish,Man at Work,21,2,9,2015
Black-ish,Stuff,21,2,10,2015
Black-ish,Plus Two Isn't a Thing,21,2,11,2016
Black-ish,Old Digger,21,2,12,2016
Black-ish,Keeping Up with the Johnsons,21,2,13,2016
Black-ish,Sink or Swim,21,2,14,2016
Black-ish,Twindependence,21,2,15,2016
Black-ish,Hope,23,2,16,2016
Black-ish,Any Given Saturday,21,2,17,2016
Black-ish,Black Nanny,20,2,18,2016
Black-ish,The Leftovers,21,2,19,2016
Black-ish,Johnson & Johnson,21,2,20,2016
Black-ish,The Johnson Show,21,2,21,2016
Black-ish,Super Rich Kids,21,2,22,2016
Black-ish,Daddy Dre-Care,21,2,23,2016
Black-ish,Good-ish Times,21,2,24,2016
Black-ish,VIP,21,3,1,2016
Black-ish,God,21,3,2,2016
Black-ish,40 Acres and a Vote,21,3,3,2016
Black-ish,Who's Afraid of the Big Black Man?,21,3,4,2016
Black-ish,The Purge,21,3,5,2016
Black-ish,Jack of All Trades,21,3,6,2016
Black-ish,Auntsgiving,21,3,7,2016
Black-ish,Being Bow-Racial,21,3,8,2016
Black-ish,Nothing But Nepotism,21,3,9,2016
Black-ish,"Just Christmas, Baby",21,3,10,2016
Black-ish,Their Eyes Were Watching Screens,20,3,11,2017
Black-ish,Lemons,23,3,12,2017
Black-ish,Good Dre Hunting,21,3,13,2017
Black-ish,The Name Game,20,3,14,2017
Black-ish,I'm a Survivor,21,3,15,2017
Black-ish,One Angry Man,21,3,16,2017
Black-ish,ToysRn'tUs,21,3,17,2017
Black-ish,Manternity,21,3,18,2017
Black-ish,Richard Youngsta,21,3,19,2017
Black-ish,What Lies Beneath,20,3,20,2017
Black-ish,"Sister, Sister",21,3,21,2017
Black-ish,All Groan Up,21,3,22,2017
Black-ish,Liberal Arts,21,3,23,2017
Black-ish,Sprinkles,20,3,24,2017
Black Jesus,"Smokin', Drinkin', and Chillin",20,1,1,2014
Black Jesus,Fish and the Con Man,22,1,2,2014
Black Jesus,The S*** Heist,22,1,3,2014
Black Jesus,I Gave at the Playground,21,1,4,2014
Black Jesus,Fried Green Tomatoes,21,1,5,2014
Black Jesus,Love Thy Enemy Part 1,22,1,6,2014
Black Jesus,The Other Shoe Drops,19,1,7,2014
Black Jesus,Love Thy Enemy Part 2,19,1,8,2014
Black Jesus,Gangsta's Paradise,21,1,9,2014
Black Jesus,WTFWBJD,22,1,10,2014
Black Jesus,No Room for Jesus,22,2,1,2015
Black Jesus,Jesus Gonna Get His,23,2,2,2015
Black Jesus,False Witness,22,2,3,2015
Black Jesus,Hands of God,20,2,4,2015
Black Jesus,Tasty Tudi's,23,2,5,2015
Black Jesus,Taco Sundays,19,2,6,2015
Black Jesus,Thy Neighbor's Strife,21,2,7,2015
Black Jesus,Never Say When,20,2,8,2015
Black Jesus,Janky Cable,20,2,9,2015
Black Jesus,Good for Nothing,22,2,10,2015
Black Sails,I.,65,1,1,2014
Black Sails,II.,51,1,2,2014
Black Sails,III.,57,1,3,2014
Black Sails,IV.,58,1,4,2014
Black Sails,V.,55,1,5,2014
Black Sails,VI.,55,1,6,2014
Black Sails,VII.,56,1,7,2014
Black Sails,VIII.,57,1,8,2014
Black Sails,IX.,56,2,1,2015
Black Sails,X.,58,2,2,2015
Black Sails,XI.,55,2,3,2015
Black Sails,XII.,56,2,4,2015
Black Sails,XIII.,55,2,5,2015
Black Sails,XIV.,57,2,6,2015
Black Sails,XV.,57,2,7,2015
Black Sails,XVI.,50,2,8,2015
Black Sails,XVII.,59,2,9,2015
Black Sails,XVIII.,52,2,10,2015
Black Sails,XIX.,59,3,1,2016
Black Sails,XX.,55,3,2,2016
Black Sails,XXI.,59,3,3,2016
Black Sails,XXII.,53,3,4,2016
Black Sails,XXIII.,54,3,5,2016
Black Sails,XXIV.,52,3,6,2016
Black Sails,XXV.,57,3,7,2016
Black Sails,XXVI.,49,3,8,2016
Black Sails,XXVII.,60,3,9,2016
Black Sails,XXVIII.,49,3,10,2016
Black Sails,XXIX.,59,4,1,2017
Black Sails,XXX.,57,4,2,2017
Black Sails,XXXI.,58,4,3,2017
Black Sails,XXXII.,59,4,4,2017
Black Sails,XXXIII.,57,4,5,2017
Black Sails,XXXIV.,59,4,6,2017
Black Sails,XXXV.,59,4,7,2017
Black Sails,XXXVI.,59,4,8,2017
Black Sails,XXXVII.,53,4,9,2017
Black Sails,XXXVIII.,71,4,10,2017
Black Work,Episode #1.1,45,1,1,2015
Black Work,Episode #1.2,45,1,2,2015
Black Work,Episode #1.3,45,1,3,2015
The Blacklist,Pilot,45,1,1,2013
The Blacklist,The Freelancer (No. 145),41,1,2,2013
The Blacklist,Wujing (No. 84),42,1,3,2013
The Blacklist,The Stewmaker (No. 161),41,1,4,2013
The Blacklist,The Courier (No. 85),43,1,5,2013
The Blacklist,Gina Zanetakos (No. 152),42,1,6,2013
The Blacklist,Frederick Barnes (No. 47),43,1,7,2013
The Blacklist,General Ludd (No. 109),42,1,8,2013
The Blacklist,Anslo Garrick (No. 16),42,1,9,2013
The Blacklist,Anslo Garrick (No. 16): Conclusion,42,1,10,2013
The Blacklist,The Good Samaritan (No. 106),43,1,11,2014
The Blacklist,The Alchemist (No. 101),43,1,12,2014
The Blacklist,The Cyprus Agency (No. 64),43,1,13,2014
The Blacklist,Madeline Pratt (No. 73),42,1,14,2014
The Blacklist,The Judge (No. 57),42,1,15,2014
The Blacklist,Mako Tanida (No. 83),42,1,16,2014
The Blacklist,Ivan (No. 88),43,1,17,2014
The Blacklist,Milton Bobbit (No. 135),42,1,18,2014
The Blacklist,The Pavlovich Brothers (Nos. 119-122),43,1,19,2014
The Blacklist,The Kingmaker (No. 42),42,1,20,2014
The Blacklist,Berlin (No. 8),42,1,21,2014
The Blacklist,Berlin (No. 8): Conclusion,43,1,22,2014
The Blacklist,Lord Baltimore (No. 104),42,2,1,2014
The Blacklist,Monarch Douglas Bank (No. 112),43,2,2,2014
The Blacklist,Dr. James Covington (No. 89),43,2,3,2014
The Blacklist,Dr. Linus Creel (No. 82),42,2,4,2014
The Blacklist,The Front (No. 74),43,2,5,2014
The Blacklist,The Mombasa Cartel (No. 114),43,2,6,2014
The Blacklist,The Scimitar (No. 22),43,2,7,2014
The Blacklist,The Decembrist (No. 12),43,2,8,2014
The Blacklist,Luther Braxton (No. 21),43,2,9,2015
The Blacklist,Luther Braxton (No. 21): Conclusion,42,2,10,2015
The Blacklist,Ruslan Denisov (No. 67),43,2,11,2015
The Blacklist,The Kenyon Family (No. 71),43,2,12,2015
The Blacklist,The Deer Hunter (No. 93),42,2,13,2015
The Blacklist,T. Earl King VI (No. 94),43,2,14,2015
The Blacklist,The Major (No. 75),42,2,15,2015
The Blacklist,Tom Keen (No. 7),42,2,16,2015
The Blacklist,The Longevity Initiative (No. 97),43,2,17,2015
The Blacklist,Vanessa Cruz (No. 117),43,2,18,2015
The Blacklist,Leonard Caul (No. 62),43,2,19,2015
The Blacklist,Quon Zhang (No. 87),43,2,20,2015
The Blacklist,Karakurt (No. 55),43,2,21,2015
The Blacklist,Tom Connolly (No. 11),43,2,22,2015
The Blacklist,The Troll Farmer (No. 38),43,3,1,2015
The Blacklist,Marvin Gerard (No. 80),43,3,2,2015
The Blacklist,Eli Matchett (No. 72),44,3,3,2015
The Blacklist,The Djinn (No. 43),44,3,4,2015
The Blacklist,Arioch Cain (No. 50),43,3,5,2015
The Blacklist,Sir Crispin Crandall (No. 86),43,3,6,2015
The Blacklist,Zal Bin Hasaan (No. 31),42,3,7,2015
The Blacklist,Kings of the Highway (No. 108),43,3,8,2015
The Blacklist,The Director (No. 24),43,3,9,2016
The Blacklist,The Director (No. 24): Conclusion,42,3,10,2016
The Blacklist,Mr. Gregory Devry (No. 95),43,3,11,2016
The Blacklist,The Vehm (No. 132),43,3,12,2016
The Blacklist,Alistair Pitt (No. 103),43,3,13,2016
The Blacklist,Lady Ambrosia (No. 77),43,3,14,2016
The Blacklist,Drexel (No. 113),43,3,15,2016
The Blacklist,The Caretaker (No. 78),43,3,16,2016
The Blacklist,Mr. Solomon (No. 32),43,3,17,2016
The Blacklist,Mr. Solomon (No. 32): Conclusion,43,3,18,2016
The Blacklist,Cape May,43,3,19,2016
The Blacklist,The Artax Network (No. 41),43,3,20,2016
The Blacklist,Susan Hargrave (No. 18),42,3,21,2016
The Blacklist,Alexander Kirk (No. 14),43,3,22,2016
The Blacklist,Alexander Kirk (No. 14): Conclusion,43,3,23,2016
The Blacklist,Esteban (No. 79),42,4,1,2016
The Blacklist,Mato (No. 66),43,4,2,2016
The Blacklist,Miles McGrath (No. 65),43,4,3,2016
The Blacklist,Gaia (No. 81),43,4,4,2016
The Blacklist,The Lindquist Concern (No. 105),43,4,5,2016
The Blacklist,The Thrushes (No. 53),43,4,6,2016
The Blacklist,Dr. Adrian Shaw (No. 98),43,4,7,2016
The Blacklist,Dr. Adrian Shaw (No. 98): Conclusion,43,4,8,2016
The Blacklist,Lipet's Seafood Company (No. 111),43,4,9,2017
The Blacklist,The Forecaster (No. 163),43,4,10,2017
The Blacklist,The Harem (No. 102),43,4,11,2017
The Blacklist,Natalie Luca (No. 184),43,4,12,2017
The Blacklist,Isabella Stone (No. 34),43,4,13,2017
The Blacklist,The Architect (No. 107),43,4,14,2017
The Blacklist,The Apothecary (No. 59),43,4,15,2017
The Blacklist,Dembe Zuma (No. 10),42,4,16,2017
The Blacklist,Requiem,43,4,17,2017
The Blacklist,Philomena (No. 61),43,4,18,2017
The Blacklist,Dr. Bogdan Krilov (No. 29),43,4,19,2017
The Blacklist,The Debt Collector (No. 46),43,4,20,2017
The Blacklist,Mr. Kaplan (No. 4),43,4,21,2017
The Blacklist,Mr. Kaplan (No. 4): Conclusion,43,4,22,2017
The Blacklist,Smokey Putnum (No. 30),43,5,1,2017
Blindspot,Pilot,43,1,1,2015
Blindspot,A Stray Howl,42,1,2,2015
Blindspot,Eight Slim Grins,42,1,3,2015
Blindspot,Bone May Rot,43,1,4,2015
Blindspot,Split the Law,43,1,5,2015
Blindspot,Cede Your Soul,43,1,6,2015
Blindspot,Sent on Tour,42,1,7,2015
Blindspot,Persecute Envoys,42,1,8,2015
Blindspot,Authentic Flirt,43,1,9,2015
Blindspot,Evil Handmade Instrument,41,1,10,2015
Blindspot,Cease Forcing Enemy,42,1,11,2016
Blindspot,Scientists Hollow Fortune,43,1,12,2016
Blindspot,Erase Weary Youth,43,1,13,2016
Blindspot,Rules in Defiance,43,1,14,2016
Blindspot,Older Cutthroat Canyon,42,1,15,2016
Blindspot,Any Wounded Thief,41,1,16,2016
Blindspot,Mans Telepathic Loyal Lookouts,43,1,17,2016
Blindspot,One Begets Technique,43,1,18,2016
Blindspot,In the Comet of Us,42,1,19,2016
Blindspot,Swift Hardhearted Stone,42,1,20,2016
Blindspot,Of Whose Uneasy Route,42,1,21,2016
Blindspot,"If Love a Rebel, Death Will Render",43,1,22,2016
Blindspot,Why Await Life's End,43,1,23,2016
Blindspot,In Night So Ransomed Rogue,43,2,1,2016
Blindspot,Heave Fiery Knot,41,2,2,2016
Blindspot,Hero Fears Imminent Rot,42,2,3,2016
Blindspot,If Beth,42,2,4,2016
Blindspot,Condone Untidiest Thefts,42,2,5,2016
Blindspot,Her Spy's Harmed,42,2,6,2016
Blindspot,Resolves Eleven Myths,43,2,7,2016
Blindspot,We Fight Deaths on Thick Lone Waters,42,2,8,2016
Blindspot,Why Let Cooler Pasture Deform,43,2,9,2016
Blindspot,"Nor I, Nigel, AKA Leg in Iron",42,2,10,2017
Blindspot,"Droll Autumn, Unmutual Lord",42,2,11,2017
Blindspot,Devil Never Even Lived,43,2,12,2017
Blindspot,Name Not One Man,42,2,13,2017
Blindspot,Borrow or Rob,43,2,14,2017
Blindspot,"Draw O Caesar, Erase a Coward",42,2,15,2017
Blindspot,"Evil Did I Dwell, Lewd I Did Live",42,2,16,2017
Blindspot,Solos,43,2,17,2017
Blindspot,Senile Lines,43,2,18,2017
Blindspot,Regard a Mere Mad Rager,42,2,19,2017
Blindspot,"In Words, Drown I",42,2,20,2017
Blindspot,Mom,43,2,21,2017
Blindspot,Lepers Repel,42,2,22,2017
Blood & Oil,Pilot,44,1,1,2015
Blood & Oil,The Ripple Effect,43,1,2,2015
Blood & Oil,Hustle and Flow,44,1,3,2015
Blood & Oil,The Birthday Party,43,1,4,2015
Blood & Oil,Rocks and Hard Places,42,1,5,2015
Blood & Oil,Convergence,41,1,6,2015
Blood & Oil,Fight or Flight,43,1,7,2015
Blood & Oil,"Rats, Bugs and Moles",42,1,8,2015
Blood & Oil,Art of the Deal,42,1,9,2015
Blood & Oil,Departures,43,1,10,2015
Blue Bloods,Pilot,43,1,1,2010
Blue Bloods,Samaritan,43,1,2,2010
Blue Bloods,Privilege,43,1,3,2010
Blue Bloods,Officer Down,43,1,4,2010
Blue Bloods,What You See,43,1,5,2010
Blue Bloods,Smack Attack,43,1,6,2010
Blue Bloods,Brothers,43,1,7,2010
Blue Bloods,Chinatown,43,1,8,2010
Blue Bloods,Re-Do,43,1,9,2010
Blue Bloods,After Hours,43,1,10,2010
Blue Bloods,Little Fish,43,1,11,2011
Blue Bloods,Family Ties,43,1,12,2011
Blue Bloods,Hall of Mirrors,42,1,13,2011
Blue Bloods,My Funny Valentine,44,1,14,2011
Blue Bloods,Dedication,43,1,15,2011
Blue Bloods,Age of Innocence,43,1,16,2011
Blue Bloods,Silver Star,43,1,17,2011
Blue Bloods,To Tell the Truth,43,1,18,2011
Blue Bloods,Model Behavior,43,1,19,2011
Blue Bloods,All That Glitters,44,1,20,2011
Blue Bloods,Cellar Boy,44,1,21,2011
Blue Bloods,The Blue Templar,44,1,22,2011
Blue Bloods,Mercy,44,2,1,2011
Blue Bloods,Friendly Fire,44,2,2,2011
Blue Bloods,Critical Condition,42,2,3,2011
Blue Bloods,Innocence,43,2,4,2011
Blue Bloods,A Night on the Town,43,2,5,2011
Blue Bloods,Black and Blue,41,2,6,2011
Blue Bloods,Lonely Hearts Club,43,2,7,2011
Blue Bloods,Thanksgiving,44,2,8,2011
Blue Bloods,Moonlighting,43,2,9,2011
Blue Bloods,Whistle Blower,43,2,10,2012
Blue Bloods,The Uniform,41,2,11,2012
Blue Bloods,The Job,44,2,12,2012
Blue Bloods,Leap of Faith,44,2,13,2012
Blue Bloods,Parenthood,44,2,14,2012
Blue Bloods,The Life We Chose,41,2,15,2012
Blue Bloods,Women with Guns,43,2,16,2012
Blue Bloods,Reagan V. Reagan,43,2,17,2012
Blue Bloods,No Questions Asked,43,2,18,2012
Blue Bloods,Some Kind of Hero,42,2,19,2012
Blue Bloods,Working Girls,42,2,20,2012
Blue Bloods,Collateral Damage,43,2,21,2012
Blue Bloods,Mother's Day,44,2,22,2012
Blue Bloods,Family Business,42,3,1,2012
Blue Bloods,Domestic Disturbance,44,3,2,2012
Blue Bloods,Old Wounds,44,3,3,2012
Blue Bloods,Scorched Earth,43,3,4,2012
Blue Bloods,Risk and Reward,41,3,5,2012
Blue Bloods,Greener Grass,41,3,6,2012
Blue Bloods,Nightmares,44,3,7,2012
Blue Bloods,Higher Education,44,3,8,2012
Blue Bloods,Secrets and Lies,44,3,9,2012
Blue Bloods,Fathers and Sons,41,3,10,2013
Blue Bloods,Front Page News,43,3,11,2013
Blue Bloods,Framed,43,3,12,2013
Blue Bloods,Inside Jobs,42,3,13,2013
Blue Bloods,Men in Black,44,3,14,2013
Blue Bloods,Warriors,44,3,15,2013
Blue Bloods,Quid Pro Quo,42,3,16,2013
Blue Bloods,Protest Too Much,44,3,17,2013
Blue Bloods,No Regrets,44,3,18,2013
Blue Bloods,Loss of Faith,43,3,19,2013
Blue Bloods,Ends and Means,44,3,20,2013
Blue Bloods,Devil's Breath,44,3,21,2013
Blue Bloods,The Bitter End,41,3,22,2013
Blue Bloods,This Way Out,42,3,23,2013
Blue Bloods,Unwritten Rules,44,4,1,2013
Blue Bloods,The City That Never Sleeps,44,4,2,2013
Blue Bloods,To Protect and Serve,41,4,3,2013
Blue Bloods,The Truth About Lying,43,4,4,2013
Blue Bloods,Lost and Found,42,4,5,2013
Blue Bloods,Growing Boys,44,4,6,2013
Blue Bloods,Drawing Dead,44,4,7,2013
Blue Bloods,Justice Served,43,4,8,2013
Blue Bloods,Bad Blood,42,4,9,2013
Blue Bloods,Mistaken Identity,42,4,10,2013
Blue Bloods,Ties That Bind,44,4,11,2013
Blue Bloods,The Bogeyman,44,4,12,2014
Blue Bloods,Unfinished Business,44,4,13,2014
Blue Bloods,Manhattan Queens,43,4,14,2014
Blue Bloods,Open Secrets,44,4,15,2014
Blue Bloods,Insult to Injury,41,4,16,2014
Blue Bloods,Knockout Game,44,4,17,2014
Blue Bloods,Righting Wrongs,44,4,18,2014
Blue Bloods,Secret Arrangements,44,4,19,2014
Blue Bloods,Custody Battle,43,4,20,2014
